session_ID,trial_ID,subject_ID,cohort_ID,response_time_sec,response_decision,trial_condition,shape_description,angular_disparity,object_angles,thumbstick_angle,thumbstick_time_sec,action_count,action_angles,action_durations,first_action_onset,last_action_offset,action_time_intervals,vr_setup
8,45,0x87,2,4.105469,Mismatch,Mismatch,uuuuubbul,0,"{'1': 223.99012792039952, '2': 223.99012792039952}",[],[],0.0,{},{},0.0,4.105469,{},Action
8,46,0x87,2,6.480957,Mismatch,Mismatch,llbbbrruu,0,"{'1': 312.87503941977366, '2': 312.87503941977366}",[],[],0.0,{},{},0.0,6.480957,{},Action
8,47,0x87,2,3.555908,Mismatch,Mismatch,lllbbbubb,180,"{'1': 49.8443240651041, '2': 229.8443240651041}",[],[],0.0,{},{},0.0,3.555908,{},Action
8,48,0x87,2,4.936279,Mismatch,Mismatch,rbbbbbbub,0,"{'1': 210.27064945180683, '2': 210.27064945180683}","[0.0, 359.7, 358.38, 355.51, 350.85, 345.85, 340.85, 335.85, 330.85, 325.85, 320.85, 315.85, 310.85, 305.85, 300.85, 295.85, 290.85, 285.85, 280.85, 275.85, 270.85, 265.85, 260.85, 255.85, 250.85, 245.85, 240.85, 235.85, 230.85, 225.85, 220.85, 215.85, 210.85, 205.85, 200.85, 195.85, 190.85, 185.85, 180.85, 175.86, 170.86, 165.86, 160.86, 155.86, 150.86, 148.47, 148.47, 148.93, 149.79, 151.53, 153.42, 155.31, 157.2, 159.1, 160.63, 161.22, 164.08, 169.0, 173.89, 178.78, 183.65, 188.51, 193.37, 198.19, 202.98]","[2.401855, 2.415771, 2.429443, 2.443359, 2.45752, 2.470703, 2.484863, 2.499023, 2.512451, 2.526611, 2.540771, 2.554688, 2.568115, 2.582764, 2.59668, 2.609863, 2.624023, 2.638672, 2.651855, 2.666016, 2.679932, 2.694092, 2.70752, 2.72168, 2.735596, 2.749268, 2.763672, 2.777588, 2.793945, 2.805176, 2.818848, 2.832275, 2.84668, 2.86084, 2.874756, 2.888672, 2.902588, 2.916992, 2.930176, 2.944336, 2.95874, 2.972168, 2.986328, 3.000488, 3.01416, 3.570801, 3.585205, 3.599365, 3.613525, 3.626953, 3.640869, 3.654785, 3.668457, 3.682617, 3.696777, 4.21167, 4.226074, 4.240234, 4.253906, 4.267578, 4.281738, 4.295654, 4.309326, 4.323486, 4.337402]",2.0,"{'1': 150.83492531092753, '2': -1.6387993081506522}","{'1': 0.6200000000000001, '2': 0.1299999999999999}",2.4,4.33,"{'1': {'start': 2.4, 'end': 3.02}, '2': {'start': 4.2, 'end': 4.33}}",Action
8,49,0x87,2,3.528809,Mismatch,Mismatch,ddbbddddl,180,"{'1': 226.14754278696023, '2': 46.14754278696023}",[],[],0.0,{},{},0.0,3.528809,{},Action
9,0,0x87,1,1.964111,Match,Match,ffuubrrrr,60,"{'1': 195.70386133680432, '2': 255.70386133680432}",[],[],0.0,{},{},0.0,1.964111,{},Action
9,1,0x87,1,2.231689,Match,Match,uuuubbbur,0,"{'1': 312.7701316383542, '2': 312.7701316383542}",[],[],0.0,{},{},0.0,2.231689,{},Action
9,2,0x87,1,2.16333,Match,Match,lllllbbul,60,"{'1': 29.341280998280244, '2': 329.34128099828024}","[0.0, 0.0, 1.96, 6.96, 11.96, 16.96, 21.96, 26.96, 31.96, 36.95, 41.94, 46.93, 51.91, 56.89, 61.87, 66.85, 71.83, 76.8, 81.78, 86.76]","[1.268799, 1.282471, 1.296387, 1.310547, 1.324463, 1.338379, 1.352295, 1.366211, 1.380127, 1.394043, 1.407959, 1.421875, 1.449951, 1.464111, 1.479004, 1.49292, 1.507568, 1.521484, 1.5354, 1.549072]",1.0,{'1': 83.45554125219425},{'1': 0.27},1.27,1.54,"{'1': {'start': 1.27, 'end': 1.54}}",Action
9,3,0x87,1,2.187744,Match,Match,ffuubrrrr,0,"{'1': 330.69031886933465, '2': 330.69031886933465}",[],[],0.0,{},{},0.0,2.187744,{},Action
9,4,0x87,1,5.291992,Match,Match,ffuubrrrr,60,"{'1': 214.93411190802072, '2': 154.93411190802072}","[0.0, 0.36, 5.34, 10.3, 15.26, 20.18, 25.11, 30.03, 34.96, 39.88, 44.8, 49.72, 49.72, 50.16, 52.77, 57.75, 62.73, 67.69, 72.66, 77.61, 82.56, 87.51, 92.45]","[2.96582, 2.980469, 2.994385, 3.008057, 3.021484, 3.0354, 3.049561, 3.063232, 3.077393, 3.091553, 3.10498, 3.118896, 3.703857, 3.718262, 3.732422, 3.74585, 3.76001, 3.773682, 3.787354, 3.801514, 3.81543, 3.829346, 3.843018]",2.0,"{'1': 49.61727626459143, '2': 41.639528964306606}","{'1': 0.1499999999999999, '2': 0.13999999999999968}",2.97,3.84,"{'1': {'start': 2.97, 'end': 3.12}, '2': {'start': 3.7, 'end': 3.84}}",Action
9,5,0x87,1,5.181396,Match,Match,lllbbbluu,60,"{'1': 239.73272467503972, '2': 179.73272467503972}","[0.0, 0.0, 0.93, 3.34, 8.33, 13.32, 18.3, 23.27, 28.22, 33.18, 38.12, 43.06, 48.0, 52.94, 55.25, 57.57, 58.61, 59.66, 62.66, 67.43, 72.4, 77.37, 82.34, 87.31, 92.28]","[2.01709, 2.031006, 2.044922, 2.058838, 2.072754, 2.08667, 2.10083, 2.114502, 2.128418, 2.142334, 2.156494, 2.170166, 2.184082, 2.198242, 2.211914, 3.789551, 3.802979, 3.817383, 3.831299, 3.844727, 3.859131, 3.873047, 3.886963, 3.900391, 3.914551]",2.0,"{'1': 55.26189089758924, '2': 33.12669568255587}","{'1': 0.20000000000000018, '2': 0.1299999999999999}",2.02,3.91,"{'1': {'start': 2.02, 'end': 2.22}, '2': {'start': 3.7800000000000002, 'end': 3.91}}",Action
9,6,0x87,1,2.564697,Match,Match,uubbbrrrb,60,"{'1': 244.97895433135304, '2': 304.97895433135307}","[0.0, 0.0, 0.0, 359.0, 356.78, 352.72, 347.84, 342.9, 337.97, 333.04, 328.1, 323.17, 318.24, 313.3, 308.37, 303.44, 298.5, 293.57, 289.42, 287.27, 287.27]","[1.628662, 1.642578, 1.65625, 1.670166, 1.684326, 1.698242, 1.711914, 1.726074, 1.73999, 1.753662, 1.767822, 1.781738, 1.79541, 1.80957, 1.823486, 1.837158, 1.851318, 1.865234, 1.87915, 1.893066, 1.906982]",1.0,{'1': 72.73000000000002},{'1': 0.26},1.64,1.9,"{'1': {'start': 1.6400000000000001, 'end': 1.9000000000000001}}",Action
9,7,0x87,1,4.196045,Match,Match,ffuulllbb,120,"{'1': 52.410378767534695, '2': 172.4103787675347}","[0.0, 0.0, 359.22, 357.75, 355.67, 352.98, 348.9, 344.58, 339.6, 334.61, 329.63, 324.65, 319.66, 314.68, 309.7, 304.71, 299.73, 294.75, 289.77, 284.78, 279.8, 274.81, 270.7, 268.09, 266.0, 264.71, 264.09]","[2.10376, 2.132324, 2.14624, 2.161377, 2.175537, 2.189697, 2.203369, 2.217529, 2.231445, 2.245117, 2.259521, 2.273438, 2.287109, 2.301514, 2.31543, 2.329346, 2.343018, 2.357178, 2.371338, 2.384766, 2.39917, 2.413086, 2.426758, 2.441162, 2.455078, 2.468506, 2.48291]",1.0,{'1': 95.78474312690922},{'1': 0.3599999999999999},2.12,2.48,"{'1': {'start': 2.12, 'end': 2.48}}",Action
9,8,0x87,1,4.444336,Match,Match,bddrbbbbb,60,"{'1': 335.1505592833017, '2': 35.15055928330166}","[0.0, 359.68, 358.93, 356.86, 351.87, 346.88, 341.9, 336.92, 331.94, 326.96, 321.98, 317.01, 312.03, 308.0, 305.83, 304.48]","[1.906982, 1.920898, 1.934814, 1.94873, 1.962891, 1.976318, 1.990479, 2.004395, 2.018311, 2.032227, 2.046143, 2.060303, 2.073975, 2.087891, 2.102051, 2.115723]",1.0,{'1': 54.88550054254305},{'1': 0.19999999999999973},1.91,2.11,"{'1': {'start': 1.9100000000000001, 'end': 2.11}}",Action
9,9,0x87,1,2.133057,Match,Match,ffuubllll,0,"{'1': 32.44403157116473, '2': 32.44403157116473}",[],[],0.0,{},{},0.0,2.133057,{},Action
9,10,0x87,1,2.900391,Match,Match,lllbbbubb,120,"{'1': 290.95635263390704, '2': 50.95635263390707}",[],[],0.0,{},{},0.0,2.900391,{},Action
9,11,0x87,1,4.501221,Match,Match,uubbbbruu,180,"{'1': 153.15034768376478, '2': 333.1503476837648}","[0.0, 0.0, 359.53, 359.13, 358.37, 357.03, 355.53, 353.9, 352.28, 350.65, 349.04, 347.42, 345.8, 344.19, 342.58, 340.97, 339.35, 337.75, 336.13, 334.52, 332.91, 331.43, 330.08, 328.77, 327.47, 326.17, 324.87, 323.56, 322.26, 320.95, 319.65, 318.35, 317.05, 315.75, 314.44, 313.14, 311.83, 310.53, 309.22, 307.9, 306.51, 305.05, 303.43, 301.68, 299.87, 297.97, 296.07, 294.16, 292.22, 290.22, 288.14, 285.97, 283.75, 281.51, 279.16, 276.75, 274.32, 271.9, 269.47, 267.04, 264.61, 262.18, 259.75, 257.31, 254.88, 252.44, 250.02, 247.59, 245.16, 242.74, 240.32, 237.88, 235.46, 233.02, 230.6, 228.17, 225.74, 223.31, 220.88, 218.46, 216.03, 213.84, 212.09, 210.34, 209.16, 208.51, 208.19]","[2.158203, 2.172363, 2.186035, 2.199951, 2.214111, 2.227783, 2.241699, 2.255859, 2.269531, 2.283691, 2.297607, 2.311523, 2.325195, 2.339111, 2.353271, 2.366943, 2.381104, 2.39502, 2.408936, 2.422607, 2.436768, 2.453857, 2.4646, 2.478516, 2.492432, 2.506348, 2.520264, 2.53418, 2.548096, 2.562012, 2.575928, 2.589844, 2.60376, 2.617676, 2.631592, 2.645508, 2.674072, 2.688477, 2.702881, 2.717529, 2.731689, 2.74585, 2.759277, 2.773682, 2.787598, 2.80127, 2.815674, 2.82959, 2.843506, 2.857422, 2.871582, 2.885498, 2.898926, 2.91333, 2.927246, 2.941162, 2.955322, 2.969238, 2.983154, 2.996826, 3.010986, 3.024902, 3.038574, 3.052979, 3.06665, 3.080322, 3.094727, 3.108643, 3.122314, 3.136475, 3.150635, 3.164551, 3.177979, 3.192383, 3.206299, 3.219971, 3.234375, 3.248291, 3.261719, 3.276123, 3.290039, 3.303955, 3.317383, 3.331787, 3.345703, 3.359375, 3.373535]",1.0,{'1': 151.5041242937853},{'1': 1.1999999999999997},2.16,3.36,"{'1': {'start': 2.16, 'end': 3.36}}",Action
9,12,0x87,1,3.568359,Match,Match,llbbbbbru,60,"{'1': 195.74437998246947, '2': 255.74437998246947}","[0.0, 0.0, 359.79, 359.15, 357.49, 354.88, 350.68, 345.68, 340.69, 335.69, 330.7, 325.7, 320.7, 315.71, 310.71, 305.72, 300.72, 297.92, 297.32, 298.37, 303.34, 308.26, 313.18, 318.05, 322.93, 327.8]","[1.935791, 1.949707, 1.963623, 1.977783, 1.991455, 2.005371, 2.019287, 2.033203, 2.047119, 2.061035, 2.074951, 2.088867, 2.103027, 2.116699, 2.130615, 2.144531, 2.158691, 2.172607, 2.760742, 2.775146, 2.789307, 2.802734, 2.817139, 2.830811, 2.844971, 2.858398]",2.0,"{'1': 62.083120616760816, '2': -27.42306974167797}","{'1': 0.2300000000000002, '2': 0.10000000000000009}",1.95,2.85,"{'1': {'start': 1.95, 'end': 2.18}, '2': {'start': 2.75, 'end': 2.85}}",Action
9,13,0x87,1,2.385254,Match,Match,ffuubllll,0,"{'1': 241.0541589520444, '2': 241.0541589520444}",[],[],0.0,{},{},0.0,2.385254,{},Action
9,14,0x87,1,3.683838,Match,Match,bbbdddrrb,60,"{'1': 107.48231495232719, '2': 47.48231495232719}","[0.0, 1.22, 6.16, 11.08, 16.0, 20.91, 25.82, 30.74, 35.65, 40.56, 45.47, 50.38, 55.3, 60.2, 65.11, 70.01, 74.91, 79.81, 81.68, 83.54]","[2.500488, 2.514648, 2.528809, 2.54248, 2.556152, 2.570313, 2.58374, 2.598145, 2.612305, 2.625732, 2.639893, 2.653809, 2.667725, 2.681396, 2.695801, 2.709717, 2.723145, 2.737305, 2.751221, 2.764893]",1.0,{'1': 82.87433440608548},{'1': 0.27},2.49,2.76,"{'1': {'start': 2.49, 'end': 2.7600000000000002}}",Action
9,15,0x87,1,3.383057,Match,Match,bbdddbrrr,120,"{'1': 249.4264059133822, '2': 129.4264059133822}","[0.0, 1.25, 2.49, 7.46, 12.4, 17.35, 22.29, 27.23, 32.17, 37.11, 42.04, 46.98, 51.91, 56.84, 61.76, 66.69, 71.62, 76.55, 81.48, 86.41, 91.33, 96.26, 101.19, 106.11, 111.04, 115.97]","[1.655273, 1.669678, 1.683838, 1.69751, 1.711182, 1.725342, 1.739258, 1.75293, 1.767334, 1.78125, 1.794678, 1.809082, 1.822754, 1.836914, 1.850342, 1.864746, 1.878662, 1.892334, 1.906738, 1.92041, 1.934082, 1.948486, 1.962402, 1.979004, 1.989746, 2.003418]",1.0,{'1': 114.73750000000003},{'1': 0.3599999999999999},1.64,2.0,"{'1': {'start': 1.6400000000000001, 'end': 2.0}}",Action
9,16,0x87,1,2.052002,Match,Match,uuuuubbul,0,"{'1': 22.79566675332338, '2': 22.79566675332338}",[],[],0.0,{},{},0.0,2.052002,{},Action
9,17,0x87,1,5.461914,Match,Match,rbbbbbbub,180,"{'1': 119.38859950122885, '2': 299.38859950122884}","[0.0, 0.0, 358.68, 355.75, 350.75, 345.75, 340.75, 335.75, 330.76, 325.76, 320.76, 315.76, 310.77, 305.77, 300.77, 295.77, 290.77, 285.78, 280.78, 275.78, 270.78, 265.79, 260.79, 255.79, 250.79, 245.8, 240.8, 235.8, 230.8, 225.81, 220.81, 215.81, 210.81, 205.82, 200.82, 195.82, 190.82, 185.83, 180.83, 175.83, 170.84, 165.84, 163.49, 163.25, 164.41, 167.46, 170.93, 174.49, 178.12, 181.74, 185.36, 187.77]","[2.798828, 2.812744, 2.82666, 2.855469, 2.869385, 2.884033, 2.897949, 2.912598, 2.926514, 2.940674, 2.954346, 2.968506, 2.982666, 2.996338, 3.010986, 3.024658, 3.03833, 3.052734, 3.066406, 3.080566, 3.093994, 3.108398, 3.122314, 3.135986, 3.150391, 3.164063, 3.177734, 3.192139, 3.206055, 3.219727, 3.233643, 3.247314, 3.261475, 3.274902, 3.289307, 3.303223, 3.31665, 3.331055, 3.344727, 3.358398, 3.372803, 3.386719, 3.400879, 3.98584, 4.000244, 4.013428, 4.027588, 4.041504, 4.055176, 4.06958, 4.08374, 4.098145]",2.0,"{'1': 163.63587923728818, '2': 14.91038808104193}","{'1': 0.5999999999999996, '2': 0.0900000000000003}",2.8000000000000003,4.0600000000000005,"{'1': {'start': 2.8000000000000003, 'end': 3.4}, '2': {'start': 3.97, 'end': 4.0600000000000005}}",Action
9,18,0x87,1,6.005615,Match,Match,ffuubrrrr,180,"{'1': 246.0631387963874, '2': 66.06313879638742}","[0.0, 0.0, 359.65, 358.91, 357.34, 355.1, 352.07, 347.12, 342.18, 337.24, 332.31, 327.37, 322.44, 317.5, 312.57, 307.63, 302.7, 297.76, 292.82, 287.89, 282.95, 278.02, 273.08, 268.15, 263.21, 258.28, 253.34, 248.4, 243.47, 238.53, 234.33, 230.25, 226.21, 222.17, 218.12, 214.16, 210.84, 209.39]","[4.250977, 4.264893, 4.27832, 4.29248, 4.306396, 4.320068, 4.334229, 4.348633, 4.361816, 4.376221, 4.389893, 4.40332, 4.417969, 4.431885, 4.445801, 4.459229, 4.473389, 4.487549, 4.500977, 4.515381, 4.529297, 4.542969, 4.557129, 4.571289, 4.585205, 4.598633, 4.612793, 4.626709, 4.640381, 4.654785, 4.668701, 4.682129, 4.696533, 4.710205, 4.724121, 4.737793, 4.752197, 4.766113]",1.0,{'1': 149.97304613394655},{'1': 0.5},4.26,4.76,"{'1': {'start': 4.26, 'end': 4.76}}",Action
9,19,0x87,1,2.81543,Match,Match,lllbbbluu,180,"{'1': 321.44355220255096, '2': 141.44355220255096}","[0.0, 358.7, 354.13, 349.15, 344.18, 339.21, 334.25, 329.28, 324.32, 319.36, 314.39, 309.43, 304.47, 299.5, 294.53, 289.56, 284.59, 279.61, 274.63, 269.65, 264.67, 259.69, 254.71, 249.73, 244.75, 239.77, 234.79, 229.81, 224.83, 219.86, 214.88, 209.9, 204.92, 199.94, 194.96, 189.98, 185.0, 180.89, 177.48, 174.78, 172.67, 171.41]","[1.377686, 1.391602, 1.406494, 1.420898, 1.435059, 1.44873, 1.463135, 1.477051, 1.490723, 1.505371, 1.519287, 1.533203, 1.546875, 1.561035, 1.574951, 1.588623, 1.603027, 1.616943, 1.630615, 1.64502, 1.658936, 1.672852, 1.686523, 1.700684, 1.7146, 1.728271, 1.744141, 1.756592, 1.77002, 1.784668, 1.79834, 1.812256, 1.825928, 1.840088, 1.854248, 1.86792, 1.88208, 1.895996, 1.909424, 1.923828, 1.937744, 1.951416]",1.0,{'1': 171.54049736688123},{'1': 0.5799999999999998},1.37,1.95,"{'1': {'start': 1.37, 'end': 1.95}}",Action
9,20,0x87,1,2.873779,Match,Match,lbbddllll,60,"{'1': 290.0181337619581, '2': 350.0181337619581}","[0.0, 0.0, 359.69, 358.95, 357.57, 355.23, 351.87, 347.77, 343.08, 338.3, 333.54, 328.77, 324.0, 319.24, 314.46, 309.7, 305.0, 300.99, 298.92, 297.66]","[1.743408, 1.757324, 1.77124, 1.785156, 1.799072, 1.813232, 1.826904, 1.84082, 1.854736, 1.868652, 1.882568, 1.896484, 1.9104, 1.924316, 1.938232, 1.952148, 1.966064, 1.981934, 1.994141, 2.008057]",1.0,{'1': 61.550881000287426},{'1': 0.24},1.76,2.0,"{'1': {'start': 1.76, 'end': 2.0}}",Action
9,21,0x87,1,2.510742,Match,Match,bdddbllll,60,"{'1': 110.46167343626001, '2': 50.461673436260014}","[0.0, 0.0, 0.68, 5.68, 10.68, 15.67, 20.65, 25.63, 30.61, 35.58, 40.55, 45.52, 50.48, 55.44, 60.4, 65.36]","[1.450684, 1.465332, 1.479248, 1.49292, 1.507568, 1.52124, 1.5354, 1.549072, 1.562988, 1.577393, 1.59082, 1.60498, 1.619141, 1.634277, 1.646973, 1.6604]",1.0,{'1': 65.21223802785434},{'1': 0.20000000000000018},1.46,1.66,"{'1': {'start': 1.46, 'end': 1.6600000000000001}}",Action
9,22,0x87,1,3.638184,Match,Match,lbbddllll,120,"{'1': 313.4383765630722, '2': 193.43837656307218}","[0.0, 0.25, 1.27, 4.7, 9.65, 14.6, 19.55, 24.5, 29.45, 34.4, 39.36, 44.31, 49.29, 54.27, 59.25, 64.24, 69.22, 74.21, 79.2, 84.18, 89.17, 94.16, 99.15, 104.15, 109.14, 114.14, 119.14, 124.14]","[2.422852, 2.436768, 2.450684, 2.4646, 2.478516, 2.492432, 2.506348, 2.520264, 2.53418, 2.548096, 2.562012, 2.575928, 2.589844, 2.60376, 2.617676, 2.631592, 2.645508, 2.659424, 2.67334, 2.687256, 2.701172, 2.715088, 2.729004, 2.743164, 2.756836, 2.770752, 2.784912, 2.798584]",1.0,{'1': 121.00073727325928},{'1': 0.3700000000000001},2.42,2.79,"{'1': {'start': 2.42, 'end': 2.79}}",Action
9,23,0x87,1,5.003662,Match,Match,dbbbblllu,180,"{'1': 120.4475482455058, '2': 300.4475482455058}","[0.0, 1.89, 6.89, 11.89, 16.89, 21.87, 26.84, 31.8, 36.76, 41.71, 46.66, 51.62, 56.57, 61.53, 66.48, 71.43, 76.38, 81.33, 86.27, 91.21, 96.15, 101.08, 106.01, 110.95, 115.88, 120.81, 125.74, 130.67, 135.6, 140.53, 145.46, 150.39, 155.32, 160.25, 165.18, 168.03, 168.58, 173.52, 178.41, 183.3, 188.18, 193.06, 197.93, 202.81, 207.68]","[2.023438, 2.037598, 2.051514, 2.065186, 2.079346, 2.092773, 2.107178, 2.121094, 2.134521, 2.148926, 2.162842, 2.176758, 2.190186, 2.20459, 2.218506, 2.232422, 2.246338, 2.260498, 2.27417, 2.290283, 2.302246, 2.315674, 2.32959, 2.34375, 2.357666, 2.371338, 2.385742, 2.399658, 2.413086, 2.42749, 2.441406, 2.454834, 2.469238, 2.483154, 2.49707, 2.998535, 3.012451, 3.026611, 3.040527, 3.053955, 3.068115, 3.082031, 3.095947, 3.109619, 3.123779]",2.0,"{'1': 165.19665220902755, '2': -14.361794180276462}","{'1': 0.48999999999999977, '2': 0.1299999999999999}",2.01,3.12,"{'1': {'start': 2.0100000000000002, 'end': 2.5}, '2': {'start': 2.99, 'end': 3.12}}",Action
9,24,0x87,1,6.746582,Match,Match,ffuubllll,120,"{'1': 53.69971929843738, '2': 293.69971929843734}","[0.0, 0.0, 359.43, 358.69, 357.95, 357.2, 356.45, 355.7, 354.95, 354.32, 353.98, 353.74, 353.74, 353.52, 353.52, 353.28, 352.88, 352.22, 350.9, 348.68, 346.04, 342.14, 338.16, 334.14, 330.01, 325.01, 320.01, 315.01, 310.01, 305.02, 300.02, 295.02, 290.02, 285.02, 281.06, 279.39, 279.14, 278.7, 275.44, 272.18, 267.19, 262.19, 257.19, 252.19, 247.19, 242.19, 237.19, 232.19, 227.2, 222.2, 217.2, 212.2, 207.2, 202.21, 197.22, 192.24, 187.34, 185.0, 184.22, 183.45, 183.07, 182.77, 182.49, 182.22, 182.04, 182.04, 182.04, 181.62, 180.81, 179.14, 176.82, 173.08, 168.92, 164.74, 160.54, 156.35, 152.17, 148.6, 146.1, 144.15, 142.97, 142.65]","[2.289307, 2.303467, 2.317627, 2.331055, 2.345215, 2.359131, 2.372803, 2.387207, 2.401123, 2.414795, 2.428467, 2.442627, 2.456787, 2.470215, 3.125488, 3.139404, 3.153076, 3.167236, 3.180908, 3.194824, 3.208252, 3.222412, 3.236816, 3.250244, 3.264404, 3.27832, 3.291748, 3.306152, 3.320068, 3.333496, 3.347656, 3.361816, 3.375732, 3.38916, 3.40332, 3.417725, 4.225342, 4.239502, 4.25293, 4.267334, 4.28125, 4.294922, 4.308838, 4.322754, 4.336914, 4.353271, 4.364502, 4.378174, 4.391602, 4.40625, 4.420166, 4.433838, 4.447998, 4.461914, 4.47583, 4.489746, 4.503662, 4.517822, 4.531494, 4.545654, 4.55957, 4.573242, 4.588135, 4.601563, 4.615234, 5.534424, 5.548828, 5.562744, 5.576904, 5.590332, 5.604492, 5.618652, 5.63208, 5.64624, 5.6604, 5.673828, 5.688232, 5.701904, 5.71582, 5.729492, 5.743652, 5.757813]",3.0,"{'1': 74.05288876811409, '2': 96.08108897267728, '3': -36.351919346511664}","{'1': 0.29000000000000004, '2': 0.34000000000000075, '3': 0.16999999999999993}",3.13,5.75,"{'1': {'start': 3.13, 'end': 3.42}, '2': {'start': 4.22, 'end': 4.5600000000000005}, '3': {'start': 5.58, 'end': 5.75}}",Action
9,25,0x87,1,5.056641,Mismatch,Mismatch,ffuubllll,120,"{'1': 68.71080515486847, '2': 308.71080515486847}",[],[],0.0,{},{},0.0,5.056641,{},Action
9,26,0x87,1,3.276123,Mismatch,Mismatch,bdddllbbb,60,"{'1': 317.4266219482024, '2': 257.4266219482024}",[],[],0.0,{},{},0.0,3.276123,{},Action
9,27,0x87,1,2.618652,Mismatch,Mismatch,rbbbbbbub,180,"{'1': 287.98179334569033, '2': 107.9817933456903}",[],[],0.0,{},{},0.0,2.618652,{},Action
9,28,0x87,1,3.791992,Mismatch,Mismatch,bdddbllll,120,"{'1': 150.3862870150383, '2': 270.3862870150383}","[0.0, 0.23, 1.25, 3.65, 8.65, 13.65, 18.65, 23.64, 28.62, 33.6, 38.58, 43.54, 48.51, 53.47]","[1.741211, 1.755127, 1.769043, 1.782715, 1.796875, 1.810791, 1.824707, 1.838623, 1.852539, 1.866455, 1.880371, 1.894287, 1.908203, 1.922119]",1.0,{'1': 52.714736993388904},{'1': 0.17999999999999994},1.74,1.92,"{'1': {'start': 1.74, 'end': 1.92}}",Action
9,29,0x87,1,7.456055,Match,Mismatch,dbbbblllu,180,"{'1': 120.42882292561097, '2': 300.428822925611}","[0.0, 359.82, 359.09, 358.17, 357.03, 355.73, 354.16, 352.33, 350.21, 347.96, 345.48, 342.89, 340.24, 337.58, 334.91, 332.25, 329.59, 327.8, 326.76, 326.76, 326.29, 325.83, 324.53, 322.79, 320.38, 316.42, 312.06, 307.06, 302.06, 297.06, 292.07, 287.07, 282.07, 277.08, 272.09, 267.11, 262.12, 257.13, 252.15, 247.16, 242.17, 237.19, 232.2, 227.21, 222.23, 217.24, 212.26, 207.27, 202.28, 197.3, 192.31, 187.33, 182.34, 177.35, 172.37, 167.38, 162.39, 157.41, 152.42, 147.44, 142.45, 137.46, 132.48, 127.49, 122.51, 117.52, 112.53, 107.53, 102.53, 98.62]","[3.973877, 3.987793, 4.001953, 4.015869, 4.029541, 4.043701, 4.057373, 4.071045, 4.085449, 4.099365, 4.113037, 4.127197, 4.141113, 4.155029, 4.168457, 4.182617, 4.197021, 4.210693, 5.478271, 5.492432, 5.506592, 5.520264, 5.53418, 5.547852, 5.562012, 5.575928, 5.589355, 5.60376, 5.617676, 5.631104, 5.645752, 5.659424, 5.673096, 5.687256, 5.701172, 5.715088, 5.72876, 5.742676, 5.758301, 5.770508, 5.784912, 5.798584, 5.812256, 5.826904, 5.840576, 5.854492, 5.86792, 5.882324, 5.89624, 5.909912, 5.924072, 5.937988, 5.95166, 5.966064, 5.979736, 5.993408, 6.007813, 6.021729, 6.035645, 6.049072, 6.063232, 6.077393, 6.09082, 6.105225, 6.118896, 6.132568, 6.146973, 6.160889, 6.174805, 6.188477]",2.0,"{'1': 32.03006982692777, '2': 67.80430295494448}","{'1': 0.22999999999999998, '2': 0.6999999999999993}",3.98,6.18,"{'1': {'start': 3.98, 'end': 4.21}, '2': {'start': 5.48, 'end': 6.18}}",Action
9,30,0x87,1,6.907715,Mismatch,Mismatch,ffffuulff,120,"{'1': 123.54031246384658, '2': 243.5403124638466}","[0.0, 3.01, 8.0, 12.99, 17.96, 22.94, 27.91, 32.88, 37.85, 42.82, 47.78, 52.74, 57.7, 62.65, 67.59, 72.54, 77.48, 82.42, 87.36, 92.31, 97.25, 102.19, 107.14, 112.05, 114.41]","[3.968994, 3.982666, 3.99707, 4.010742, 4.024902, 4.03833, 4.05249, 4.066406, 4.079834, 4.094238, 4.108154, 4.121826, 4.135986, 4.149902, 4.16333, 4.177734, 4.191895, 4.205566, 4.219238, 4.233398, 4.247559, 4.260986, 4.275391, 4.289063, 4.302734]",1.0,{'1': 113.93803452563819},{'1': 0.33999999999999986},3.96,4.3,"{'1': {'start': 3.96, 'end': 4.3}}",Action
9,31,0x87,1,3.512451,Mismatch,Mismatch,lllbbbluu,60,"{'1': 46.12999662160868, '2': 106.12999662160868}","[0.0, 0.0, 1.19, 4.01, 9.01, 14.01, 19.01, 24.0, 29.0, 33.99, 38.98]","[2.342529, 2.356934, 2.370605, 2.385254, 2.398682, 2.412354, 2.426514, 2.44043, 2.454102, 2.468506, 2.482666]",1.0,{'1': 38.040498587570596},{'1': 0.14000000000000012},2.34,2.48,"{'1': {'start': 2.34, 'end': 2.48}}",Action
9,32,0x87,1,2.938965,Mismatch,Mismatch,uuuubbbur,180,"{'1': 250.95775288655915, '2': 70.95775288655913}",[],[],0.0,{},{},0.0,2.938965,{},Action
9,33,0x87,1,4.639404,Mismatch,Mismatch,lllbbbubb,60,"{'1': 251.94154247038333, '2': 311.9415424703833}",[],[],0.0,{},{},0.0,4.639404,{},Action
9,34,0x87,1,3.194092,Mismatch,Mismatch,bbbdddrrb,180,"{'1': 324.9394843715521, '2': 144.9394843715521}",[],[],0.0,{},{},0.0,3.194092,{},Action
9,35,0x87,1,2.337402,Mismatch,Mismatch,uubbbrrrb,180,"{'1': 133.55372738747295, '2': 313.5537273874729}",[],[],0.0,{},{},0.0,2.337402,{},Action
