session_ID,trial_ID,subject_ID,cohort_ID,response_time_sec,response_decision,trial_condition,shape_description,angular_disparity,object_angles,vr_setup
12,15,0x4C,2,3.053955,Match,Match,bbddbblll,120,"{'1': 160.2379903242456, '2': 280.23799032424563}",No-Action
12,16,0x4C,2,1.885498,Match,Match,lllbbbluu,60,"{'1': 122.50794918779356, '2': 62.50794918779356}",No-Action
12,17,0x4C,2,2.141357,Match,Match,ddbbddddl,180,"{'1': 239.5046766855629, '2': 59.50467668556291}",No-Action
12,18,0x4C,2,1.727051,Match,Match,bdddddfll,0,"{'1': 151.81176844913617, '2': 151.81176844913617}",No-Action
12,19,0x4C,2,7.60791,Mismatch,Match,bbddbblll,180,"{'1': 21.476201919829236, '2': 201.47620191982924}",No-Action
12,20,0x4C,2,2.178467,Match,Match,rbbbdddff,120,"{'1': 38.70008044924079, '2': 278.7000804492408}",No-Action
12,21,0x4C,2,4.029053,Mismatch,Match,uubbbrrrb,180,"{'1': 18.09630436569893, '2': 198.09630436569893}",No-Action
12,22,0x4C,2,1.589111,Match,Match,llbbbrruu,60,"{'1': 329.3282715335102, '2': 269.3282715335102}",No-Action
12,23,0x4C,2,2.040039,Match,Match,uuuubbbur,60,"{'1': 198.4757137131881, '2': 138.4757137131881}",No-Action
12,24,0x4C,2,1.571533,Match,Match,uuuuubbul,60,"{'1': 232.14120598327415, '2': 292.1412059832742}",No-Action
12,25,0x4C,2,5.157715,Mismatch,Mismatch,rrrrbbbdr,60,"{'1': 297.8715068359218, '2': 357.8715068359218}",No-Action
12,26,0x4C,2,1.564453,Mismatch,Mismatch,ffuubllll,60,"{'1': 244.25091033104428, '2': 304.2509103310443}",No-Action
12,27,0x4C,2,3.695557,Mismatch,Mismatch,bbbdddrrb,0,"{'1': 215.06239967681267, '2': 215.06239967681267}",No-Action
12,28,0x4C,2,3.347656,Mismatch,Mismatch,bbdddbrrr,120,"{'1': 243.75805400136827, '2': 123.75805400136827}",No-Action
12,29,0x4C,2,15.48291,Mismatch,Mismatch,uubbbbruu,0,"{'1': 200.87502671914626, '2': 200.87502671914626}",No-Action
12,30,0x4C,2,3.4021,Mismatch,Mismatch,bbbdddrrb,120,"{'1': 140.46271925381365, '2': 20.462719253813646}",No-Action
12,31,0x4C,2,1.813232,Mismatch,Mismatch,bdddbllll,120,"{'1': 236.77556671541006, '2': 116.77556671541006}",No-Action
12,32,0x4C,2,3.381836,Match,Mismatch,bbbdddrrb,180,"{'1': 251.4990780690253, '2': 71.49907806902529}",No-Action
12,33,0x4C,2,3.585205,Mismatch,Mismatch,lllbbbluu,180,"{'1': 22.946122691354294, '2': 202.9461226913543}",No-Action
12,34,0x4C,2,3.638428,Mismatch,Mismatch,ddbbddddl,180,"{'1': 161.9683685505486, '2': 341.9683685505486}",No-Action
12,35,0x4C,2,5.451172,Match,Mismatch,bddrbbbbb,0,"{'1': 24.093263937777174, '2': 24.093263937777174}",No-Action
12,36,0x4C,2,5.060303,Mismatch,Mismatch,dbbbblllu,60,"{'1': 339.0271974589384, '2': 39.0271974589384}",No-Action
12,37,0x4C,2,1.978271,Mismatch,Mismatch,lllbbbubb,120,"{'1': 143.46738286072207, '2': 23.46738286072207}",No-Action
12,38,0x4C,2,4.252441,Mismatch,Mismatch,uuuuubbul,0,"{'1': 59.6810896655205, '2': 59.6810896655205}",No-Action
12,39,0x4C,2,5.653076,Mismatch,Mismatch,ffuulllbb,60,"{'1': 232.1359529567681, '2': 172.1359529567681}",No-Action
12,40,0x4C,2,3.744385,Mismatch,Mismatch,ffuuuurrf,120,"{'1': 114.20773653644045, '2': 234.20773653644045}",No-Action
12,41,0x4C,2,1.562988,Match,Mismatch,dbbbblllu,120,"{'1': 213.0180290025716, '2': 93.01802900257161}",No-Action
12,42,0x4C,2,2.288086,Mismatch,Mismatch,ddbbddddl,180,"{'1': 109.70371459658752, '2': 289.70371459658753}",No-Action
12,43,0x4C,2,2.172363,Mismatch,Mismatch,uuubbrrrf,180,"{'1': 227.18196138578503, '2': 47.18196138578503}",No-Action
12,44,0x4C,2,8.561523,Mismatch,Mismatch,bbdddbrrr,120,"{'1': 223.64366454463482, '2': 103.64366454463482}",No-Action
12,45,0x4C,2,7.008789,Mismatch,Mismatch,rrrrbbbdr,180,"{'1': 71.86019701447307, '2': 251.86019701447307}",No-Action
12,46,0x4C,2,4.936523,Mismatch,Mismatch,bddrddddd,120,"{'1': 22.720737489458664, '2': 262.72073748945866}",No-Action
12,47,0x4C,2,10.99902,Mismatch,Mismatch,lllllbbul,0,"{'1': 42.69994123636518, '2': 42.69994123636518}",No-Action
12,48,0x4C,2,3.521484,Mismatch,Mismatch,ffffuulff,120,"{'1': 38.65036846662754, '2': 278.6503684666275}",No-Action
12,49,0x4C,2,2.89917,Mismatch,Mismatch,rbbbbbldd,180,"{'1': 25.6539646124735, '2': 205.6539646124735}",No-Action
13,0,0x4C,1,1.413086,Match,Match,rbbbdddff,60,"{'1': 200.46841334245798, '2': 140.46841334245798}",No-Action
13,1,0x4C,1,2.3125,Match,Match,rbbbbbbub,60,"{'1': 211.74261793725992, '2': 271.7426179372599}",No-Action
13,2,0x4C,1,2.017822,Match,Match,ffffuulff,0,"{'1': 325.8658761739532, '2': 325.8658761739532}",No-Action
13,3,0x4C,1,1.80835,Match,Match,uuuubbbur,180,"{'1': 22.283584768007913, '2': 202.28358476800793}",No-Action
13,4,0x4C,1,1.869385,Match,Match,rrrbbbddb,120,"{'1': 233.17388436426728, '2': 113.17388436426728}",No-Action
13,5,0x4C,1,3.497314,Match,Match,uuuuubbul,180,"{'1': 31.846249457154954, '2': 211.84624945715495}",No-Action
13,6,0x4C,1,1.702637,Match,Match,bddrddddd,60,"{'1': 237.2085733278458, '2': 297.2085733278458}",No-Action
13,7,0x4C,1,2.022705,Match,Match,rrrrbbbdr,0,"{'1': 30.299873700238173, '2': 30.299873700238173}",No-Action
13,8,0x4C,1,2.441162,Mismatch,Match,bbddbblll,120,"{'1': 34.78725763406786, '2': 274.7872576340678}",No-Action
13,9,0x4C,1,1.251465,Match,Match,bdddbllll,180,"{'1': 319.57779751647814, '2': 139.57779751647814}",No-Action
13,10,0x4C,1,1.591064,Match,Match,rrrbbbddb,180,"{'1': 59.79782365927629, '2': 239.79782365927628}",No-Action
13,11,0x4C,1,4.600342,Mismatch,Match,bbddbblll,60,"{'1': 114.17130518629921, '2': 54.17130518629921}",No-Action
13,12,0x4C,1,2.036133,Match,Match,dbbbblllu,60,"{'1': 71.40344591093177, '2': 11.403445910931765}",No-Action
13,13,0x4C,1,1.631348,Match,Match,uubbbrrrb,60,"{'1': 152.06334588955704, '2': 212.06334588955704}",No-Action
13,14,0x4C,1,1.980713,Match,Match,bddrddddd,120,"{'1': 245.2965112239426, '2': 5.296511223942588}",No-Action
13,15,0x4C,1,1.557861,Match,Match,ffuuuurrf,180,"{'1': 317.3365618009985, '2': 137.3365618009985}",No-Action
13,16,0x4C,1,3.137451,Match,Match,ffuuuurrf,120,"{'1': 162.1756481709551, '2': 282.1756481709551}",No-Action
13,17,0x4C,1,1.467773,Mismatch,Match,rrrrbbbdr,0,"{'1': 111.83661017528601, '2': 111.83661017528601}",No-Action
13,18,0x4C,1,3.760986,Match,Match,bdddllbbb,180,"{'1': 70.83012866834986, '2': 250.83012866834986}",No-Action
13,19,0x4C,1,7.948486,Match,Match,lllbbbluu,120,"{'1': 124.79517812586504, '2': 4.795178125865036}",No-Action
13,20,0x4C,1,6.961426,Match,Match,bdddllbbb,180,"{'1': 130.3271492656744, '2': 310.3271492656744}",No-Action
13,21,0x4C,1,2.66626,Match,Match,bdddbllll,180,"{'1': 232.17807634043834, '2': 52.17807634043834}",No-Action
13,22,0x4C,1,1.780762,Match,Match,ffuulllbb,60,"{'1': 114.8321781638573, '2': 54.83217816385729}",No-Action
13,23,0x4C,1,1.647949,Match,Match,rbbbbbbub,60,"{'1': 50.04073404308333, '2': 110.04073404308333}",No-Action
13,24,0x4C,1,8.188721,Match,Match,bbddbblll,180,"{'1': 74.79259828906683, '2': 254.79259828906683}",No-Action
13,25,0x4C,1,1.584961,Mismatch,Mismatch,rbbbbbbub,180,"{'1': 25.544602347334834, '2': 205.54460234733483}",No-Action
13,26,0x4C,1,4.37793,Mismatch,Mismatch,bddddddrd,0,"{'1': 136.96175576674432, '2': 136.96175576674432}",No-Action
13,27,0x4C,1,1.456055,Mismatch,Mismatch,ffuuuurrf,0,"{'1': 155.40169907698157, '2': 155.40169907698157}",No-Action
13,28,0x4C,1,4.123779,Mismatch,Mismatch,bdddllbbb,0,"{'1': 111.67377432265492, '2': 111.67377432265492}",No-Action
13,29,0x4C,1,2.124023,Mismatch,Mismatch,llbbbbbru,180,"{'1': 285.85479539572475, '2': 105.85479539572475}",No-Action
13,30,0x4C,1,2.203125,Mismatch,Mismatch,bbdddbrrr,180,"{'1': 322.31945152345475, '2': 142.31945152345477}",No-Action
13,31,0x4C,1,1.784912,Mismatch,Mismatch,lllllbbul,0,"{'1': 323.8306826964333, '2': 323.8306826964333}",No-Action
13,32,0x4C,1,6.55127,Mismatch,Mismatch,lllllbbul,0,"{'1': 44.83170296756913, '2': 44.83170296756913}",No-Action
13,33,0x4C,1,2.230713,Mismatch,Mismatch,ffuulllbb,0,"{'1': 316.23463686114036, '2': 316.23463686114036}",No-Action
13,34,0x4C,1,3.026123,Mismatch,Mismatch,ffuuuurrf,180,"{'1': 27.900846160553108, '2': 207.9008461605531}",No-Action
13,35,0x4C,1,1.317139,Mismatch,Mismatch,uubbbrrrb,180,"{'1': 16.772644557860264, '2': 196.77264455786027}",No-Action
13,36,0x4C,1,1.950684,Mismatch,Mismatch,bddrddddd,60,"{'1': 124.94403428537225, '2': 184.94403428537225}",No-Action
13,37,0x4C,1,2.912354,Mismatch,Mismatch,bbbdddrrb,0,"{'1': 286.7837823049215, '2': 286.7837823049215}",No-Action
13,38,0x4C,1,1.816406,Mismatch,Mismatch,rbbbbbldd,60,"{'1': 330.5624400015628, '2': 30.562440001562763}",No-Action
13,39,0x4C,1,5.980469,Mismatch,Mismatch,bbddbblll,180,"{'1': 115.67765407141891, '2': 295.67765407141894}",No-Action
13,40,0x4C,1,1.788818,Mismatch,Mismatch,rbbbbbldd,0,"{'1': 253.71458745796218, '2': 253.71458745796218}",No-Action
13,41,0x4C,1,4.208984,Mismatch,Mismatch,bdddddfll,180,"{'1': 231.7271989718929, '2': 51.7271989718929}",No-Action
13,42,0x4C,1,3.135498,Mismatch,Mismatch,bbddbblll,0,"{'1': 73.48919106518375, '2': 73.48919106518375}",No-Action
13,43,0x4C,1,1.610596,Mismatch,Mismatch,uuuubbbur,120,"{'1': 308.8200960962514, '2': 188.82009609625138}",No-Action
13,44,0x4C,1,3.203857,Mismatch,Mismatch,ffuulllbb,60,"{'1': 331.46080369408133, '2': 271.46080369408133}",No-Action
13,45,0x4C,1,2.774658,Mismatch,Mismatch,bdddddfll,60,"{'1': 114.99966345432588, '2': 174.99966345432588}",No-Action
13,46,0x4C,1,1.465088,Mismatch,Mismatch,ffuuuurrf,120,"{'1': 214.4600399441171, '2': 94.46003994411711}",No-Action
13,47,0x4C,1,1.576172,Mismatch,Mismatch,ddbbddddl,60,"{'1': 299.12800295763884, '2': 239.12800295763884}",No-Action
13,48,0x4C,1,1.556641,Match,Mismatch,bdddddfll,120,"{'1': 224.91485306237314, '2': 104.91485306237314}",No-Action
13,49,0x4C,1,1.909912,Mismatch,Mismatch,bddrbbbbb,0,"{'1': 149.27152010301435, '2': 149.27152010301435}",No-Action
14,0,0x19,2,3.003689,Match,Match,rbbbdddff,60,"{'1': 200.46841334245798, '2': 140.46841334245798}",No-Action
14,1,0x19,2,3.864868,Match,Match,rbbbbbbub,60,"{'1': 211.74261793725992, '2': 271.7426179372599}",No-Action
14,2,0x19,2,4.556717,Match,Match,ffffuulff,0,"{'1': 325.8658761739532, '2': 325.8658761739532}",No-Action
14,3,0x19,2,5.103065,Match,Match,uuuubbbur,180,"{'1': 22.283584768007913, '2': 202.28358476800793}",No-Action
14,4,0x19,2,5.112244,Match,Match,rrrbbbddb,120,"{'1': 233.17388436426728, '2': 113.17388436426728}",No-Action
14,5,0x19,2,1.94413,Match,Match,uuuuubbul,180,"{'1': 31.846249457154954, '2': 211.84624945715495}",No-Action
14,6,0x19,2,3.46154,Match,Match,bddrddddd,60,"{'1': 237.2085733278458, '2': 297.2085733278458}",No-Action
14,7,0x19,2,2.756565,Match,Match,rrrrbbbdr,0,"{'1': 30.299873700238173, '2': 30.299873700238173}",No-Action
14,8,0x19,2,6.292702,Match,Match,bbddbblll,120,"{'1': 34.78725763406786, '2': 274.7872576340678}",No-Action
14,9,0x19,2,3.914551,Match,Match,bdddbllll,180,"{'1': 319.57779751647814, '2': 139.57779751647814}",No-Action
14,10,0x19,2,2.612167,Mismatch,Match,rrrbbbddb,180,"{'1': 59.79782365927629, '2': 239.79782365927628}",No-Action
14,11,0x19,2,4.517914,Match,Match,bbddbblll,60,"{'1': 114.17130518629921, '2': 54.17130518629921}",No-Action
14,12,0x19,2,5.130913,Mismatch,Match,dbbbblllu,60,"{'1': 71.40344591093177, '2': 11.403445910931765}",No-Action
14,13,0x19,2,3.936195,Match,Match,uubbbrrrb,60,"{'1': 152.06334588955704, '2': 212.06334588955704}",No-Action
14,14,0x19,2,3.79084,Match,Match,bddrddddd,120,"{'1': 245.2965112239426, '2': 5.296511223942588}",No-Action
14,15,0x19,2,6.625717,Match,Match,ffuuuurrf,180,"{'1': 317.3365618009985, '2': 137.3365618009985}",No-Action
14,16,0x19,2,7.128326,Match,Match,ffuuuurrf,120,"{'1': 162.1756481709551, '2': 282.1756481709551}",No-Action
14,17,0x19,2,2.723244,Match,Match,rrrrbbbdr,0,"{'1': 111.83661017528601, '2': 111.83661017528601}",No-Action
14,18,0x19,2,7.212631,Match,Match,bdddllbbb,180,"{'1': 70.83012866834986, '2': 250.83012866834986}",No-Action
14,19,0x19,2,4.145195,Match,Match,lllbbbluu,120,"{'1': 124.79517812586504, '2': 4.795178125865036}",No-Action
14,20,0x19,2,5.394791,Match,Match,bdddllbbb,180,"{'1': 130.3271492656744, '2': 310.3271492656744}",No-Action
14,21,0x19,2,7.228043,Match,Match,bdddbllll,180,"{'1': 232.17807634043834, '2': 52.17807634043834}",No-Action
14,22,0x19,2,3.212524,Match,Match,ffuulllbb,60,"{'1': 114.8321781638573, '2': 54.83217816385729}",No-Action
14,23,0x19,2,4.268661,Match,Match,rbbbbbbub,60,"{'1': 50.04073404308333, '2': 110.04073404308333}",No-Action
14,24,0x19,2,2.878963,Match,Match,bbddbblll,180,"{'1': 74.79259828906683, '2': 254.79259828906683}",No-Action
14,25,0x19,2,2.500679,Mismatch,Mismatch,rbbbbbbub,180,"{'1': 25.544602347334834, '2': 205.54460234733483}",No-Action
14,26,0x19,2,4.894882,Mismatch,Mismatch,bddddddrd,0,"{'1': 136.96175576674432, '2': 136.96175576674432}",No-Action
14,27,0x19,2,3.782593,Mismatch,Mismatch,ffuuuurrf,0,"{'1': 155.40169907698157, '2': 155.40169907698157}",No-Action
14,28,0x19,2,3.469954,Mismatch,Mismatch,bdddllbbb,0,"{'1': 111.67377432265492, '2': 111.67377432265492}",No-Action
14,29,0x19,2,4.572826,Mismatch,Mismatch,llbbbbbru,180,"{'1': 285.85479539572475, '2': 105.85479539572475}",No-Action
14,30,0x19,2,5.750679,Mismatch,Mismatch,bbdddbrrr,180,"{'1': 322.31945152345475, '2': 142.31945152345477}",No-Action
14,31,0x19,2,3.254635,Mismatch,Mismatch,lllllbbul,0,"{'1': 323.8306826964333, '2': 323.8306826964333}",No-Action
14,32,0x19,2,8.788467,Mismatch,Mismatch,lllllbbul,0,"{'1': 44.83170296756913, '2': 44.83170296756913}",No-Action
14,33,0x19,2,4.866623,Mismatch,Mismatch,ffuulllbb,0,"{'1': 316.23463686114036, '2': 316.23463686114036}",No-Action
14,34,0x19,2,5.598434,Mismatch,Mismatch,ffuuuurrf,180,"{'1': 27.900846160553108, '2': 207.9008461605531}",No-Action
14,35,0x19,2,5.020493,Mismatch,Mismatch,uubbbrrrb,180,"{'1': 16.772644557860264, '2': 196.77264455786027}",No-Action
14,36,0x19,2,2.549896,Mismatch,Mismatch,bddrddddd,60,"{'1': 124.94403428537225, '2': 184.94403428537225}",No-Action
14,37,0x19,2,8.228378,Match,Mismatch,bbbdddrrb,0,"{'1': 286.7837823049215, '2': 286.7837823049215}",No-Action
14,38,0x19,2,5.045395,Mismatch,Mismatch,rbbbbbldd,60,"{'1': 330.5624400015628, '2': 30.562440001562763}",No-Action
14,39,0x19,2,4.284775,Mismatch,Mismatch,bbddbblll,180,"{'1': 115.67765407141891, '2': 295.67765407141894}",No-Action
14,40,0x19,2,5.366768,Mismatch,Mismatch,rbbbbbldd,0,"{'1': 253.71458745796218, '2': 253.71458745796218}",No-Action
14,41,0x19,2,4.684158,Mismatch,Mismatch,bdddddfll,180,"{'1': 231.7271989718929, '2': 51.7271989718929}",No-Action
14,42,0x19,2,4.337006,Mismatch,Mismatch,bbddbblll,0,"{'1': 73.48919106518375, '2': 73.48919106518375}",No-Action
14,43,0x19,2,3.141418,Mismatch,Mismatch,uuuubbbur,120,"{'1': 308.8200960962514, '2': 188.82009609625138}",No-Action
14,44,0x19,2,3.36227,Mismatch,Mismatch,ffuulllbb,60,"{'1': 331.46080369408133, '2': 271.46080369408133}",No-Action
14,45,0x19,2,6.284286,Mismatch,Mismatch,bdddddfll,60,"{'1': 114.99966345432588, '2': 174.99966345432588}",No-Action
14,46,0x19,2,3.808228,Mismatch,Mismatch,ffuuuurrf,120,"{'1': 214.4600399441171, '2': 94.46003994411711}",No-Action
14,47,0x19,2,3.403893,Mismatch,Mismatch,ddbbddddl,60,"{'1': 299.12800295763884, '2': 239.12800295763884}",No-Action
14,48,0x19,2,4.555756,Mismatch,Mismatch,bdddddfll,120,"{'1': 224.91485306237314, '2': 104.91485306237314}",No-Action
14,49,0x19,2,6.408386,Mismatch,Mismatch,bddrbbbbb,0,"{'1': 149.27152010301435, '2': 149.27152010301435}",No-Action
15,0,0x19,1,3.417297,Match,Match,lllbbbubb,120,"{'1': 48.38156622488646, '2': 288.38156622488646}",No-Action
15,1,0x19,1,3.894226,Match,Match,ffffuulff,120,"{'1': 297.5408891022496, '2': 177.54088910224957}",No-Action
15,2,0x19,1,3.416687,Mismatch,Match,ffuulllbb,180,"{'1': 330.1757915221256, '2': 150.17579152212562}",No-Action
15,3,0x19,1,3.679443,Mismatch,Match,bddddddrd,180,"{'1': 160.02499707334505, '2': 340.02499707334505}",No-Action
15,4,0x19,1,4.106384,Mismatch,Match,ffffuulff,180,"{'1': 313.7397035811324, '2': 133.73970358113243}",No-Action
15,5,0x19,1,3.988831,Mismatch,Match,rbbbdddff,120,"{'1': 293.50416937270836, '2': 53.50416937270836}",No-Action
15,6,0x19,1,2.554871,Match,Match,ffuubrrrr,60,"{'1': 319.5527096650253, '2': 19.552709665025297}",No-Action
15,7,0x19,1,2.280212,Match,Match,uubbbrrrb,120,"{'1': 116.97873408271494, '2': 356.97873408271494}",No-Action
15,8,0x19,1,4.042786,Mismatch,Match,rrrbbbddb,60,"{'1': 327.828022408333, '2': 267.828022408333}",No-Action
15,9,0x19,1,1.811523,Match,Match,uuuubbbur,0,"{'1': 311.720999252202, '2': 311.720999252202}",No-Action
15,10,0x19,1,1.64032,Match,Match,rrrrbbbdr,0,"{'1': 60.55956245155574, '2': 60.55956245155574}",No-Action
15,11,0x19,1,3.932007,Mismatch,Match,ffffuulff,120,"{'1': 140.56819771669913, '2': 260.56819771669916}",No-Action
15,12,0x19,1,6.163208,Mismatch,Match,bdddddfll,120,"{'1': 45.71605237324177, '2': 165.71605237324178}",No-Action
15,13,0x19,1,3.353516,Match,Match,bdddllbbb,0,"{'1': 319.5833637976533, '2': 319.5833637976533}",No-Action
15,14,0x19,1,2.15802,Match,Match,rbbbdddff,60,"{'1': 114.33822888007163, '2': 54.338228880071625}",No-Action
15,15,0x19,1,2.503174,Match,Match,bddddddrd,60,"{'1': 148.1295172972594, '2': 208.1295172972594}",No-Action
15,16,0x19,1,3.282715,Match,Match,bbdddbrrr,180,"{'1': 151.1915878323806, '2': 331.1915878323806}",No-Action
15,17,0x19,1,5.907471,Match,Match,uuuubbbur,0,"{'1': 73.35684643881032, '2': 73.35684643881032}",No-Action
15,18,0x19,1,2.571899,Match,Match,lllllbbul,60,"{'1': 21.56177042010947, '2': 81.56177042010947}",No-Action
15,19,0x19,1,2.362549,Match,Match,llbbbrruu,0,"{'1': 330.9857692533561, '2': 330.9857692533561}",No-Action
15,20,0x19,1,3.487915,Mismatch,Match,ffuubrrrr,180,"{'1': 304.01941384016175, '2': 124.01941384016175}",No-Action
15,21,0x19,1,3.584778,Match,Match,bbddbblll,0,"{'1': 240.34161902561647, '2': 240.34161902561647}",No-Action
15,22,0x19,1,1.449158,Match,Match,ffuulllbb,0,"{'1': 213.72986700080804, '2': 213.72986700080804}",No-Action
15,23,0x19,1,3.4776,Match,Match,lbbddllll,120,"{'1': 285.99622899969273, '2': 45.99622899969273}",No-Action
15,24,0x19,1,14.15674,Mismatch,Match,bbddbblll,60,"{'1': 72.44936171993061, '2': 12.449361719930607}",No-Action
15,25,0x19,1,3.320618,Mismatch,Mismatch,ddbbddddl,120,"{'1': 39.062583452168205, '2': 159.0625834521682}",No-Action
15,26,0x19,1,4.167297,Match,Mismatch,ddbbddddl,0,"{'1': 237.22949154803385, '2': 237.22949154803385}",No-Action
15,27,0x19,1,1.724976,Match,Mismatch,dbbbblllu,120,"{'1': 148.57931685215686, '2': 28.579316852156865}",No-Action
15,28,0x19,1,2.189392,Mismatch,Mismatch,lllllbbul,60,"{'1': 162.69810194921968, '2': 222.69810194921968}",No-Action
15,29,0x19,1,10.57086,Mismatch,Mismatch,bbbdddrrb,180,"{'1': 106.87489120228682, '2': 286.8748912022868}",No-Action
15,30,0x19,1,1.887878,Mismatch,Mismatch,ffuuuurrf,120,"{'1': 300.51629258113576, '2': 180.51629258113576}",No-Action
15,31,0x19,1,2.351379,Mismatch,Mismatch,bddddddrd,120,"{'1': 143.25859265589713, '2': 263.25859265589713}",No-Action
15,32,0x19,1,4.53241,Mismatch,Mismatch,bdddllbbb,0,"{'1': 327.35104805595415, '2': 327.35104805595415}",No-Action
15,33,0x19,1,3.949585,Mismatch,Mismatch,uubbbrrrb,0,"{'1': 305.32181504022583, '2': 305.32181504022583}",No-Action
15,34,0x19,1,2.419983,Mismatch,Mismatch,ffuuuurrf,60,"{'1': 246.67597189214007, '2': 186.67597189214007}",No-Action
15,35,0x19,1,3.545837,Mismatch,Mismatch,ffuubrrrr,120,"{'1': 60.31484073205433, '2': 300.31484073205434}",No-Action
15,36,0x19,1,2.250305,Mismatch,Mismatch,uuuubbbur,60,"{'1': 297.0449345488158, '2': 237.04493454881575}",No-Action
15,37,0x19,1,2.436096,Mismatch,Mismatch,uuuuubbul,120,"{'1': 37.52786872796199, '2': 277.52786872796196}",No-Action
15,38,0x19,1,2.521301,Mismatch,Mismatch,uuuuubbul,0,"{'1': 157.81106541547643, '2': 157.81106541547643}",No-Action
15,39,0x19,1,2.849792,Mismatch,Mismatch,llbbbbbru,60,"{'1': 44.21032944926067, '2': 344.21032944926066}",No-Action
15,40,0x19,1,2.623047,Mismatch,Mismatch,rbbbdddff,60,"{'1': 208.1662905911495, '2': 148.1662905911495}",No-Action
15,41,0x19,1,3.908997,Mismatch,Mismatch,rbbbdddff,180,"{'1': 16.64519352825595, '2': 196.64519352825596}",No-Action
15,42,0x19,1,1.822449,Mismatch,Mismatch,uuuuubbul,120,"{'1': 23.936643218485422, '2': 143.93664321848541}",No-Action
15,43,0x19,1,2.848145,Mismatch,Mismatch,bddrbbbbb,60,"{'1': 32.141247008901345, '2': 332.14124700890136}",No-Action
15,44,0x19,1,2.977539,Mismatch,Mismatch,bddddddrd,180,"{'1': 145.86785820030502, '2': 325.867858200305}",No-Action
15,45,0x19,1,3.483704,Mismatch,Mismatch,llbbbbbru,60,"{'1': 115.6707816584417, '2': 55.6707816584417}",No-Action
15,46,0x19,1,2.957886,Mismatch,Mismatch,bdddddfll,180,"{'1': 253.0788219560313, '2': 73.0788219560313}",No-Action
15,47,0x19,1,3.475769,Match,Mismatch,dbbbblllu,180,"{'1': 336.4782822655466, '2': 156.47828226554662}",No-Action
15,48,0x19,1,3.583252,Mismatch,Mismatch,uuubbrrrf,0,"{'1': 221.2588229142575, '2': 221.2588229142575}",No-Action
15,49,0x19,1,2.114258,Mismatch,Mismatch,bddrbbbbb,0,"{'1': 326.71596269915057, '2': 326.71596269915057}",No-Action
22,0,0x66,2,1.509338,Match,Match,lllllbbul,60,"{'1': 286.3139631871414, '2': 346.3139631871414}",No-Action
22,1,0x66,2,3.397827,Mismatch,Match,rbbbdddff,60,"{'1': 106.55160670497635, '2': 46.55160670497635}",No-Action
22,2,0x66,2,2.762329,Match,Match,bbdddbrrr,180,"{'1': 27.527655538151066, '2': 207.52765553815107}",No-Action
22,3,0x66,2,3.746307,Match,Match,llbbbbbru,120,"{'1': 252.0093622455621, '2': 12.009362245562102}",No-Action
22,4,0x66,2,4.441711,Mismatch,Match,ffuuuurrf,180,"{'1': 234.68915252874177, '2': 54.689152528741786}",No-Action
22,5,0x66,2,2.11911,Match,Match,rbbbbbbub,0,"{'1': 134.17510137303654, '2': 134.17510137303654}",No-Action
22,6,0x66,2,2.711395,Match,Match,uuuuubbul,180,"{'1': 71.42017063593104, '2': 251.42017063593104}",No-Action
22,7,0x66,2,3.424316,Match,Match,llbbbbbru,180,"{'1': 323.6733423400776, '2': 143.67334234007762}",No-Action
22,8,0x66,2,2.877686,Match,Match,bddrbbbbb,120,"{'1': 333.8343103460518, '2': 213.83431034605178}",No-Action
22,9,0x66,2,5.333801,Match,Match,lllllbbul,180,"{'1': 205.5984514023973, '2': 25.598451402397302}",No-Action
22,10,0x66,2,4.929993,Match,Match,ffffuulff,180,"{'1': 105.6263090371286, '2': 285.62630903712864}",No-Action
22,11,0x66,2,2.080505,Match,Match,ffffuulff,120,"{'1': 17.72955624871554, '2': 137.72955624871554}",No-Action
22,12,0x66,2,2.660553,Match,Match,dbbbblllu,0,"{'1': 159.41008806468335, '2': 159.41008806468335}",No-Action
22,13,0x66,2,1.381775,Match,Match,bdddbllll,0,"{'1': 113.36729326366782, '2': 113.36729326366782}",No-Action
22,14,0x66,2,4.826508,Mismatch,Match,ffuubllll,180,"{'1': 197.6159486272411, '2': 17.615948627241096}",No-Action
22,15,0x66,2,4.14679,Match,Match,rbbbbbldd,0,"{'1': 15.26692981919393, '2': 15.26692981919393}",No-Action
22,16,0x66,2,6.350281,Match,Match,ffuubllll,60,"{'1': 68.48769094485282, '2': 8.487690944852815}",No-Action
22,17,0x66,2,4.205536,Match,Match,bbbdddrrb,60,"{'1': 35.31439890238096, '2': 335.31439890238096}",No-Action
22,18,0x66,2,6.446411,Match,Match,bddddddrd,120,"{'1': 117.27508245732201, '2': 357.275082457322}",No-Action
22,19,0x66,2,2.464142,Match,Match,lbbddllll,0,"{'1': 49.95093791132378, '2': 49.95093791132378}",No-Action
22,20,0x66,2,3.287262,Match,Match,ffffuulff,180,"{'1': 227.01718802591347, '2': 47.01718802591347}",No-Action
22,21,0x66,2,3.157166,Match,Match,uuuuubbul,180,"{'1': 135.5909289679036, '2': 315.5909289679036}",No-Action
22,22,0x66,2,2.269348,Match,Match,bbdddbrrr,60,"{'1': 292.1193976950554, '2': 232.1193976950554}",No-Action
22,23,0x66,2,5.222198,Match,Match,uuubbrrrf,180,"{'1': 326.22291572063955, '2': 146.22291572063952}",No-Action
